x,y,theta,theta_degree,v,omega
-1.6117879904430088e-05,2.5077822486249332e-05,-1.000077230750056,-57.300204509109165,0.5,0.5
-2.0707859410135088e-05,3.2203465708773374e-05,-1.0001106786834246,-57.302120934524616,0.49999999999999994,0.5
-2.0668736129783594e-05,3.2161156365629814e-05,-1.0001106504800013,-57.30211931858749,0.5,0.5
-2.0668272234616522e-05,3.2162194642988e-05,-1.0001106406629443,-57.30211875611156,0.49999999999999994,0.5
0.0001818305187894411,-0.0002829873026542126,-0.9996600738149423,-57.27630317733253,0.49999999999999994,0.5
0.0007912671324144058,-0.0012297165705013637,-0.9984039354147243,-57.20433174851573,0.5,0.5
0.0018486410399650216,-0.0028662022905188538,-0.9962686966056563,-57.08199157650359,0.5,0.5
0.0032921472351871792,-0.005088054559299532,-0.993378615269748,-56.916402113506514,0.5,0.5
0.005139815387757669,-0.00791164265418649,-0.9896847806436361,-56.70476097921102,0.5,0.5
0.007442987903135162,-0.011399611916117918,-0.9850463382123256,-56.438997804382524,0.49999999999999994,0.5
0.010017982586171113,-0.015257611551482454,-0.979747744860191,-56.13541076794914,0.49999999999999994,0.5
0.012845684400207906,-0.019443125760764995,-0.9736875733841024,-55.7881885192437,0.5,0.5
0.015891447664976674,-0.02389328096530469,-0.9666926727569034,-55.38741023519178,0.5,0.5
0.018842512004654505,-0.02815907166874585,-0.9592374626033476,-54.96025815800996,0.5,0.5
0.02188987286742343,-0.03246116716786278,-0.9510609271471535,-54.49177718533096,0.5,0.5
0.025291875091893595,-0.037177722174315635,-0.9419054552669955,-53.967207287147204,0.5,0.5
0.028996065144088076,-0.042213584759165534,-0.932287727606918,-53.41615208371853,0.5,0.5
0.033188735048346636,-0.04779681660148662,-0.9219477181346821,-52.82371318083412,0.5,0.5
0.03800414411977941,-0.054067915952735565,-0.9106489959927139,-52.176344088208324,0.5,0.5
0.04301790909512758,-0.060454373778645015,-0.8997687458438446,-51.55295167463153,0.49999999999999994,0.5
0.04813692254458988,-0.06684047353407647,-0.8890067160255525,-50.936332787049444,0.5,0.5
0.053600951656915544,-0.07347507661365793,-0.8755609802638439,-50.16594887545542,0.5,0.5
0.0593211758047296,-0.08021953078628317,-0.8600849398863526,-49.27923707825112,0.5,0.5
0.06561120151260007,-0.08739539313972441,-0.843084114941952,-48.305161560696234,0.49999999999999994,0.5
0.07271040808715168,-0.0952200356525704,-0.8259794287947837,-47.325135234567604,0.5,0.5
0.08005208945333307,-0.10306535843398919,-0.8124794276923657,-46.5516421479771,0.5,0.5
0.08762609479607833,-0.11097434369014032,-0.8021071749189834,-45.95735584001943,0.5,0.5
0.09566394118504529,-0.11917084755820995,-0.7879960745662287,-45.148849345521015,0.5,0.5
0.1038814013799381,-0.12727410853702387,-0.7690114957128414,-44.061113101388614,0.5,0.5
0.11270737324556188,-0.13562234717070537,-0.7468588836305219,-42.79186192388119,0.5,0.5
0.12248546574251792,-0.14446254125276853,-0.724527135372702,-41.51234699955948,0.5,0.5
0.13250427083472677,-0.15316630866004097,-0.7079071663658022,-40.56009291982589,0.5,0.5
0.14289942876379652,-0.1619531721591629,-0.6963963857786333,-39.90057377327999,0.5,0.5
0.15401074428184477,-0.17112401265413602,-0.6831894139084392,-39.14387002496987,0.5,0.5
0.16521740140132007,-0.1800690853284811,-0.6635236809199699,-38.01710652369938,0.5,0.5
0.1770045469136606,-0.18904834282223934,-0.6387057252708918,-36.59514240886435,0.5,0.5
0.18982264730659326,-0.19830147890540936,-0.6130111781980419,-35.12295330508982,0.5,0.5
0.20280380838762685,-0.20723069642683442,-0.5939576095885627,-34.03126423910372,0.5,0.5
0.21623667051349146,-0.21616017654675904,-0.5796972957945343,-33.21420844417371,0.5,0.5
0.23039852990511636,-0.2252617137785045,-0.5628796543399103,-32.25062856745949,0.5,0.5
0.2442917072551163,-0.23386518735741993,-0.5462673598180032,-31.298814203325918,0.5,0.5
0.2583244934216596,-0.24223317093771182,-0.5296155382190205,-30.344735104499424,0.5,0.5
0.2729323446560052,-0.2506167779615755,-0.5127314198788554,-29.377346382808533,0.5,0.5
0.28719075540347005,-0.2584935441092243,-0.4970960163825241,-28.48150375148466,0.5,0.5
0.3016175850012038,-0.2661668922482931,-0.4807552781166357,-27.545248414721332,0.5,0.5
0.31662228928267705,-0.2738284396656301,-0.46375860406422664,-26.571410725758774,0.5,0.5
0.3313076040859762,-0.28101953359335763,-0.4472540777157548,-25.625771023128873,0.5,0.5
0.34609499740979616,-0.28795959259839005,-0.43058346117005725,-24.670615053179443,0.5,0.5
0.36145100536458946,-0.2948530161251863,-0.413815659860042,-23.709890806401635,0.5,0.5
0.3764185728668946,-0.30128525361757735,-0.3981977128677343,-22.81504835908337,0.5,0.5
0.391543026384179,-0.30749867035037615,-0.38170505795112714,-21.87008883939609,0.5,0.5
0.4072317730062642,-0.3136388359451667,-0.364708734076288,-20.896271214130373,0.5,0.5
0.42255748840983287,-0.3193429623681706,-0.3482176327611209,-19.951400709248656,0.5,0.5
0.43797259843813463,-0.32479269568899416,-0.33171327414906093,-19.005770617207226,0.5,0.5
0.4538942645095887,-0.3301635716146742,-0.3149084569913408,-18.04292551858083,0.5,0.5
0.4694325901531079,-0.3351122226960921,-0.2990410153050908,-17.13378807828876,0.49999999999999994,0.5
0.48510069931037086,-0.33979865484554905,-0.2825539312185465,-16.18914774365247,0.5,0.5
0.5013198484732608,-0.3443555682316225,-0.26555565437576023,-15.215218221565854,0.5,0.5
0.5171349871189028,-0.34851455999269826,-0.24906559791329047,-14.270407582333908,0.49999999999999994,0.5
0.5330148546549164,-0.3524120058613736,-0.2326099000755298,-13.327565547287668,0.5,0.5
0.549394155348185,-0.3561595876091184,-0.21630346848371848,-12.393275838158086,0.49999999999999994,0.5
0.565357366368959,-0.35953583027384595,-0.19998578649160603,-11.458341528573417,0.49999999999999994,0.5
0.5814323182040875,-0.3626560305918572,-0.18376134858742288,-10.528749711691644,0.5,0.5
0.598052346423872,-0.36559930239763455,-0.16711630366548916,-9.575058887859178,0.5,0.5
0.6142391327863065,-0.36819393045321663,-0.15108750087248957,-8.656676137172795,0.5,0.5
0.6304637213305215,-0.37052952169638714,-0.13518597235235755,-7.745585665162321,0.5,0.5
0.6471530463699399,-0.3726646900213485,-0.11974755356824077,-6.861029426476938,0.5,0.5
0.6634127033939564,-0.37448939119186714,-0.10382208073561423,-5.9485670464171845,0.49999999999999994,0.5
0.6797146773842485,-0.37605186233165794,-0.08761155366408412,-5.019772261535943,0.49999999999999994,0.5
0.6965507927009443,-0.37738763812982357,-0.07108164678164185,-4.072678361427749,0.5,0.5
0.7129310023395521,-0.3784211143097548,-0.05527814747488051,-3.167204549612402,0.5,0.5
0.7293270517587982,-0.37919847846645494,-0.0398756453864546,-2.284706186004161,0.5,0.5
0.7461765378273462,-0.3797452648998591,-0.02533987238518071,-1.4518677410709575,0.5,0.5
0.7626133472224256,-0.38003555585604654,-0.010148289525455115,-0.5814541590853991,0.49999999999999994,0.5
0.7790819279754011,-0.3800749766952973,0.005040852307386451,0.2888195623620264,0.5,0.5
0.7960721240984308,-0.37985590138237013,0.020418626194156388,1.1699011043804317,0.5,0.5
0.8125648391996922,-0.3793945629352303,0.03523677230492037,2.0189183367354033,0.5,0.5
0.8290150084186632,-0.37869245196676643,0.0496791373869673,2.846404902123803,0.5,0.5
0.8458934489509279,-0.37773150825159674,0.06391178219108498,3.6618753807085467,0.5,0.5
0.8623479569385591,-0.37655352007737997,0.07875360439680784,4.512249153380012,0.49999999999999994,0.5
0.8787714255315644,-0.37513215488837864,0.09375741084428117,5.371903939451408,0.5,0.5
0.8955581310444206,-0.3734116132397578,0.11049513251802777,6.330904750021732,0.5,0.5
0.9117884871700853,-0.37147146184181346,0.12709284980589594,7.281883900167902,0.5,0.5
0.9279900076606415,-0.36926226296128134,0.1436181186560093,8.228712060598403,0.5,0.5
0.9446399767150464,-0.3667074458003817,0.16058990056519087,9.201123534810991,0.49999999999999994,0.5
0.9607584267648516,-0.3639573032817795,0.17708231161510485,10.146069081965985,0.5,0.5
0.9768295415101255,-0.3609416802660757,0.19358569092204542,11.091643063957216,0.5,0.5
0.9933239413962255,-0.35755962288054094,0.21071328458409536,12.072981894007697,0.5,0.5
1.0092139152356152,-0.3540537322870277,0.22819706030010062,13.074728452488117,0.5,0.5
1.0250974200063232,-0.35036368346750907,0.24482610265232446,14.027502396614842,0.5,0.5
1.0414187857415678,-0.3461565428635789,0.26194793571076136,15.008511168390847,0.49999999999999994,0.5
1.057176291434628,-0.3417894870587572,0.2784465059838671,15.953809613039807,0.5,0.5
1.0728602536633784,-0.337162900154893,0.2949471442836995,16.899226546892127,0.5,0.5
1.0889366748585452,-0.3321262956272559,0.3119651644123394,17.874287275931874,0.5,0.5
1.104448258790045,-0.3270160766857533,0.3287272185886419,18.834682236203644,0.5,0.5
1.1198612726242283,-0.32183132682818016,0.34616299629528846,19.83367871132278,0.49999999999999994,0.5
1.1356831047766482,-0.3160853016924411,0.363336456267715,20.817645487379675,0.49999999999999994,0.5
1.1509174119702854,-0.31014588305348856,0.3798373208354728,21.763075385429158,0.5,0.5
1.1660524818891047,-0.30395557478581664,0.3963398111973938,22.70859843462255,0.5,0.5
1.181537351925624,-0.29731726733966485,0.4133436246977137,23.68284518381845,0.5,0.5
1.196454940425535,-0.2906367892314489,0.4297726459955931,24.624158765717485,0.5,0.5
1.2112644255157663,-0.28379521598524954,0.44669426482876273,25.593696107387192,0.5,0.5
1.226342757611053,-0.276452050737185,0.46457035419251946,26.617920582129155,0.5,0.5
1.2409007422608047,-0.2690027493808288,0.48105297828630944,27.562305378003963,0.5,0.5
1.2553326959906692,-0.2613149059238148,0.4975587536572389,28.5080166443492,0.5,0.5
1.270066997646027,-0.2531462998736445,0.5145540997122963,29.481778244668302,0.49999999999999994,0.5
1.2842185418591032,-0.24498971816117066,0.5307934564751169,30.412224849185154,0.5,0.5
1.298250375570715,-0.23659435329587264,0.5473119247636887,31.35866336614101,0.5,0.5
1.3125182215500781,-0.2277254409163712,0.5648428140447608,32.36310933305757,0.5,0.5
1.326233557044907,-0.21886647823011904,0.5816122860502402,33.32392930363433,0.5,0.5
1.3398197158362357,-0.2097691770323349,0.5981311556121303,34.270390811857744,0.5,0.5
1.353657900073958,-0.20016378570520646,0.615102742270824,35.24279109904143,0.5,0.5
1.3669094323694908,-0.19063680268444713,0.6311587897016344,36.16273485248874,0.5,0.5
1.3800291429012497,-0.1808774702314423,0.6476613173684987,37.10826003909794,0.5,0.5
1.3933721101018153,-0.1706004572614016,0.664725717086887,38.08597812288581,0.5,0.5
1.406114161765231,-0.16043491638403132,0.6818054942292509,39.06457726816728,0.5,0.5
1.4187191866983526,-0.1500257644381893,0.6983585822978294,40.01299935240519,0.49999999999999994,0.5
1.4315237413571313,-0.1390870328855725,0.715270145938624,40.98196057398962,0.5,0.5
1.4437518555019053,-0.1282884787900615,0.7312403602043288,41.89698644933412,0.5,0.5
1.4558325415185565,-0.11726487723153124,0.7477715760757584,42.84415534898672,0.5,0.5
1.4680851154954482,-0.10570252437165187,0.7647704409393808,43.81811856218551,0.5,0.5
1.4797798514965324,-0.09429002269961376,0.7813984384328128,44.77083264031327,0.49999999999999994,0.5
1.4912551095742215,-0.08270627326112849,0.7984029107773569,45.74511713850258,0.5,0.5
1.5029019693655001,-0.07054577213152571,0.815205135546651,46.7078137042133,0.49999999999999994,0.5
1.5139983555339638,-0.058573544986373766,0.8313250060511466,47.631414250418324,0.5,0.5
1.5249159199421962,-0.04639989101528022,0.8478287316825989,48.57700807534242,0.5,0.5
1.5359526480901426,-0.03367094489894516,0.8648237611882841,49.55075153871849,0.5,0.5
1.5464559958359476,-0.021139224557601956,0.8813331516657981,50.49666993541351,0.5,0.5
1.5567379787629492,-0.008452879610878258,0.8980626656691316,51.45520048110953,0.5,0.5
1.567116385710833,0.004733953595175457,0.9148110661891843,52.41481314450326,0.5,0.5
1.576973290515836,0.017752032501042837,0.9310020345182376,53.342487295988,0.5,0.5
1.5866243153972295,0.030949911941179457,0.947488268141437,54.287078902664,0.5,0.5
1.5963398017774528,0.04471386242020001,0.9644866605250619,55.26101504475303,0.5,0.5
1.605544678772604,0.05822924835778545,0.9809853979772158,56.20632306805587,0.5,0.5
1.6145232079912908,0.07189093810416627,0.9974753798790609,57.151129435278705,0.5,0.5
1.623569460454932,0.0860282442534875,1.0142326080766582,58.11124788733864,0.5,0.5
1.6321167306016076,0.09995429143381723,1.030763914014306,59.058421947405414,0.49999999999999994,0.5
1.6404069410743845,0.1140503029878988,1.0472466394612394,60.00281255038759,0.5,0.5
1.6487031746732073,0.12871316473140346,1.064248119051656,60.97692557639627,0.5,0.5
1.6565160975488415,0.1430779816161344,1.0807444961058015,61.92209835885526,0.5,0.5
1.6640881522729973,0.15756295796606057,1.0971412426757587,62.86156273505942,0.5,0.5
1.671622978918184,0.17256644820716333,1.1134080704010667,63.79358330978596,0.5,0.5
1.6786996726197616,0.18726334546598372,1.1303696753061994,64.76541168461846,0.5,0.5
1.6855498366131914,0.20211923041869395,1.14678874320312,65.70615497865076,0.5,0.5
1.6923476367934511,0.21753361065992655,1.1637954791351846,66.68056917085153,0.5,0.5
1.6986939771257241,0.2326031087384079,1.1802883136702091,67.62553898191605,0.5,0.5
1.7047853832218725,0.24775759594037206,1.1965127016517647,68.55512793844196,0.49999999999999994,0.5
1.7107935550988258,0.26342622121533465,1.2125693768227228,69.47510765875036,0.49999999999999994,0.5
1.7163982040946393,0.2787887301802076,1.2290826252739253,70.4212471010552,0.5,0.5
1.7217446669697634,0.29423416202047914,1.2456585903102468,71.37097993899285,0.5,0.5
1.7269898218314974,0.3102483220091203,1.262614424839367,72.34247769563362,0.5,0.5
1.73181814710493,0.32586923961565395,1.2790973875919673,73.28688189522896,0.5,0.5
1.7363806652634242,0.34153065475338956,1.2950309752350817,74.19980921968121,0.5,0.5
1.74082008801353,0.35771796756425445,1.3111479146865546,75.12324182891851,0.5,0.5
1.7448860937632453,0.3735595642805093,1.32763631700116,76.06795769245913,0.5,0.5
1.7486897716546692,0.38946256717953065,1.344133394549362,77.01317061027115,0.5,0.5
1.7523327928609793,0.4059094698790595,1.3611523416597466,77.98828445145254,0.5,0.5
1.7556006023824102,0.421927180110817,1.3776074820533966,78.93109454730393,0.5,0.5
1.7585993709829786,0.4379408105209343,1.3932076125266464,79.82491618327457,0.5,0.5
1.7614321974228069,0.4545042899563686,1.4095863670037063,80.7633496884911,0.49999999999999994,0.5
1.7639231943109952,0.47067402984322704,1.4259745443570015,81.7023230847468,0.5,0.5
1.7661509423680732,0.4868914251367056,1.442272271150096,82.63611404564838,0.49999999999999994,0.5
1.768169983548921,0.5036366344267369,1.459048442097591,83.59731783732984,0.5,0.5
1.7698593382119854,0.5199056372104394,1.4752735474968128,84.52694789886017,0.5,0.5
1.7712865768493118,0.5361379034186002,1.4904750465603585,85.39792963747341,0.49999999999999994,0.5
1.7724986463162336,0.5529385535701711,1.5069651207732164,86.34274129372768,0.5,0.5
1.7734097571852259,0.5693031714823193,1.5230295455815632,87.26316503555121,0.5,0.5
1.774061646562813,0.5857083437892879,1.5387833400654725,88.16579097079568,0.5,0.5
1.7744655993185283,0.6026392369524961,1.5547795319301014,89.08230525292043,0.5,0.5
1.7746031711209829,0.619063286876145,1.569950737097773,89.95155127915507,0.5,0.5
1.7744992753764075,0.6354437665498514,1.5841698705808418,90.76624761606807,0.49999999999999994,0.5
1.774137587003361,0.6524012631983648,1.599778998000213,91.66058473907998,0.5,0.5
1.77353447279771,0.6688871854629059,1.6146440890752192,92.51229171975541,0.5,0.5
1.772686705545289,0.685365337120444,1.6294790683364397,93.36227342058746,0.5,0.5
1.7715578159805727,0.7023261546447748,1.6447511659607414,94.23730015877172,0.49999999999999994,0.5
1.770234710107335,0.7187390119249106,1.6592818169732473,95.0698451353658,0.5,0.5
1.7687165073803426,0.7350831077887466,1.6750399940403002,95.97272217412777,0.5,0.5
1.7668150056475922,0.7518333324796609,1.6922368895467892,96.95803170737707,0.5,0.5
1.7646977606580554,0.7680470940164867,1.708739089041098,97.9035380910839,0.5,0.5
1.762313122472186,0.7842245218070069,1.7252449998349058,98.8492571165885,0.5,0.5
1.7595773258371672,0.800849224640931,1.7422571950188979,99.82398410088405,0.5,0.5
1.756665002273167,0.8169372497797804,1.7587405666039095,100.76841172485108,0.5,0.5
1.7535089499245526,0.8329523631628828,1.7755782611381368,101.73314055839279,0.49999999999999994,0.5
1.7499515755841197,0.8493296730974509,1.7935816410421854,102.76465824386543,0.5,0.5
1.7462049226726342,0.8652426158625313,1.8101266871235033,103.7126195561744,0.5,0.5
1.7421952165474295,0.8810956019670365,1.8266286657323867,104.65811328407858,0.5,0.5
1.7377914254809224,0.8973566228355573,1.84362216863985,105.63176927981952,0.5,0.5
1.7332570217270777,0.9130568907013176,1.8599774603415595,106.56885846703281,0.49999999999999994,0.5
1.7284619840661628,0.9286899065702381,1.8765422147236974,107.51794898180015,0.5,0.5
1.7232634473431334,0.9446683768253454,1.8940342574745324,108.5201692064854,0.5,0.5
1.7179502402275764,0.9600763083633359,1.911137532274039,109.50011466834958,0.5,0.5
1.7123621257719925,0.9754455158263102,1.9276256779884529,110.44481582978221,0.5,0.5
1.7063430272230815,0.9911757567838481,1.9445688832699008,111.41558998383296,0.5,0.5
1.7002497232027767,1.0063402593130426,1.9609444227867692,112.3538392853992,0.5,0.5
1.693903169076565,1.0214113015066912,1.9774580299485056,113.29999928030372,0.5,0.5
1.6871076529789863,1.0368220167699194,1.9945075123121327,114.27686266262228,0.5,0.5
1.6802799175941043,1.051617204766144,2.011655200447957,115.25935282121158,0.5,0.5
1.6731862159656872,1.0663199242116284,2.0284595451597456,116.22217085068004,0.49999999999999994,0.5
1.6656179470809642,1.0813573049804488,2.045316303862304,117.18799198060705,0.5,0.5
1.6580280985731037,1.0958354322757693,2.0617512045667237,118.12964242768689,0.49999999999999994,0.5
1.6501984944416452,1.1101896279959247,2.0782319594645986,119.07392012652468,0.5,0.5
1.6418847955165383,1.1248423674388748,2.0952352521801307,120.04813703695021,0.5,0.5
1.6335831667644887,1.1389189272493299,2.111850023017165,121.00009328348932,0.5,0.5
1.625077449989441,1.1528022384329968,2.1291181620599113,121.98948477068376,0.5,0.5
1.616067295130319,1.166988097663397,2.1458661048478533,122.9490712079594,0.5,0.5
1.6070600622513378,1.1806330408892198,2.1623371046486084,123.89278998090349,0.5,0.5
1.597827759545795,1.194129220403543,2.1788406309236077,124.83837238354421,0.5,0.5
1.5880840519006854,1.2078733247894713,2.1958382877498672,125.8122663813006,0.49999999999999994,0.5
1.578405252738754,1.2210523541505094,2.2123502289725123,126.75833092492626,0.49999999999999994,0.5
1.5685334759348224,1.2340620288631372,2.229070803333627,127.71634926685277,0.5,0.5
1.5582772051645504,1.2473212234934243,2.2464196953897777,128.71036756089825,0.5,0.5
1.5479781326852649,1.2600240762733586,2.262959564109719,129.65803223225134,0.5,0.5
1.5374366847049252,1.2725248523317065,2.279458707495979,130.60336351386522,0.5,0.5
1.5263617413359145,1.2852205916768276,2.2964591203262366,131.57741541901905,0.5,0.5
1.5154074882378101,1.2973613388947989,2.3129588105526224,132.5227780322642,0.5,0.5
1.504263152151177,1.3093159956130043,2.329379016226818,133.46358651613238,0.5,0.5
1.4926637024097307,1.321458698452613,2.3464417552987586,134.44120945188754,0.5,0.5
1.4811626647787213,1.3330241026882723,2.3633791347433437,135.4116498100739,0.5,0.5
1.469420951364502,1.344405524316673,2.379868492093528,136.35642039312248,0.5,0.5
1.4571293758261605,1.3559268842367127,2.396873301321801,137.33072419332765,0.5,0.5
1.4450136807841396,1.366907974646081,2.413366148859067,138.27569474936573,0.5,0.5
1.4327335880372034,1.3776765541220837,2.429581487213446,139.20476520044824,0.49999999999999994,0.5
1.4199102281294393,1.3885573077129463,2.446274705090292,140.16121613128388,0.5,0.5
1.407288617087792,1.398906858058942,2.463081068199715,141.12414980641816,0.49999999999999994,0.5
1.3944739813059401,1.4090604570924967,2.479605381960706,142.07092324427288,0.5,0.5
1.3810964843711875,1.4193004821488278,2.4966119980582926,143.04533057046385,0.49999999999999994,0.5
1.3679488786609952,1.4290197894262069,2.5130902876985983,143.9894670204475,0.5,0.5
1.3546752820034713,1.4385018384657478,2.529027687089449,144.90261274195763,0.5,0.5
1.3408297954697959,1.448059407679827,2.5456896752049243,145.8572743392715,0.49999999999999994,0.5
1.3272248307642467,1.4571195650712971,2.56222986712861,146.80495752883508,0.5,0.5
1.3134873908276727,1.4659402672859403,2.5790253374241128,147.7672670917047,0.49999999999999994,0.5
1.2991539741208273,1.4748066609445458,2.5959468345512415,148.73679746013192,0.5,0.5
1.2851101928486508,1.4831727405865744,2.612385056580568,149.6786382051113,0.5,0.5
1.2709805891456738,1.491284374758849,2.628051475959467,150.5762579156042,0.5,0.5
1.2562507529730138,1.4994287032257945,2.6448215936450503,151.53711488092583,0.5,0.5
1.2418105207441026,1.507100736805367,2.661316738311539,152.48221705277334,0.5,0.5
1.2272516690830213,1.5145303458592485,2.677889023065131,153.43173902604318,0.5,0.5
1.2121283198044477,1.5219276115001583,2.69501613364071,154.4130501772777,0.5,0.5
1.1973286199316695,1.5288638227074227,2.711299650223354,155.34602695309454,0.5,0.5
1.182477199130929,1.5355381453110308,2.726836217482597,156.23620668517026,0.5,0.5
1.1670056183708808,1.5421922319486245,2.743756496610553,157.20566726738545,0.49999999999999994,0.5
1.1518777021351434,1.5484005322104413,2.7602527909357004,158.150835309822,0.5,0.5
1.136649596782552,1.554358527559525,2.776750329865285,159.09607466283998,0.5,0.5
1.1208720579117546,1.560228220693452,2.7938652626448874,160.0766880777613,0.5,0.5
1.1054757820846504,1.5656639127619105,2.8099671511848925,160.99925833329365,0.5,0.5
1.0900252617948145,1.5708486178853014,2.8255898664725523,161.89437398381108,0.5,0.5
1.0739659115344236,1.5759456284121496,2.8426057034269503,162.86930962618084,0.5,0.5
1.0582993436396122,1.5806306798903562,2.859097981627113,163.81424756160578,0.5,0.5
1.0425563482576614,1.5850572033641255,2.875581152012211,164.75866365766692,0.5,0.5
1.0262650271425622,1.5893452172223301,2.892556640303066,165.73128749190664,0.5,0.5
1.0104419005175722,1.5932766713102553,2.9086118692677716,166.65118435070048,0.5,0.5
0.9945352241008876,1.5969319028717444,2.9246859074989153,167.57215890107693,0.49999999999999994,0.5
0.9780474398251869,1.6004166729979024,2.9416089657868825,168.54177871743133,0.5,0.5
0.9619831059573335,1.603533432838388,2.9579711861273785,169.47926488640488,0.5,0.5
0.9458607682961023,1.6063895429543125,2.9742269132428216,170.41064944303614,0.5,0.5
0.9292081358873683,1.6090575029505068,2.990916208667267,171.36687563390385,0.5,0.5
0.9130662471184556,1.6113777024164797,3.0064173827046523,172.2550274837438,0.5,0.5
0.8968672634939199,1.6134449675845304,3.0227506706838665,173.19085595052454,0.5,0.5
0.8801086572986355,1.6153001631604431,3.039591310265494,174.15575352285273,0.49999999999999994,0.5
0.8637974809002552,1.616833897817662,3.055737436903468,175.08085843469243,0.49999999999999994,0.5
0.8474429126264674,1.618107744426921,3.0716417760202375,175.99210994202812,0.5,0.5
0.8305709491704188,1.6191506493326127,3.0876865822834443,176.91140962401494,0.5,0.5
0.8142364636459754,1.6199112275626386,3.10208805789198,177.73655339514463,0.5,0.5
0.7978308813199656,1.6204312977220827,3.1175689084135976,178.62354079330623,0.5,0.5
0.7808967548385943,1.6206997682264124,3.133571005448769,179.54039341678035,0.49999999999999994,0.5
0.764431490706025,1.6207036694428585,-3.134390321085252,-179.58733674483992,0.5,0.5
0.7479396972136412,1.6204594547296993,-3.11950182257622,-178.73428861698557,0.5,0.5
0.730978016512609,1.6199546308351058,-3.1045612589081935,-177.87825737526114,0.5,0.5
0.714587841584868,1.6192326124571732,-3.0907642844498886,-177.08774896875047,0.5,0.5
0.6981225151927648,1.6182702474311619,-3.0759314110583853,-176.23788792536544,0.5,0.5
0.6811622292340733,1.6170227677020963,-3.060718624835651,-175.36625948016797,0.5,0.5
0.6647467279759084,1.6155672709539421,-3.0456411042204405,-174.50238118339493,0.5,0.5
0.6484635024899299,1.6138649494163515,-3.0293280849046162,-173.56771402548281,0.5,0.5
0.631741466850329,1.6118331012217806,-3.0123528581960124,-172.59510517880207,0.5,0.5
0.6155462458799454,1.6095899960227753,-2.995879601934567,-171.6512571201838,0.49999999999999994,0.5
0.5993888013002601,1.6070800037020425,-2.9793876717572503,-170.7063391249991,0.49999999999999994,0.5
0.5827901365135728,1.6042161755095703,-2.962349917899887,-169.73014773658943,0.49999999999999994,0.5
0.5667790546755579,1.6011724689414935,-2.945203787826511,-168.74774684840267,0.5,0.5
0.5508305399832379,1.5978525335747473,-2.9280221148930266,-167.76330950433984,0.5,0.5
0.5344031731749604,1.5941418199995745,-2.9111321553474907,-166.79558610623394,0.5,0.5
0.5185157616992558,1.5902727460229247,-2.8946241992248187,-165.84974989201768,0.5,0.5
0.502694317639512,1.586142123735558,-2.878126219013849,-164.90448525543877,0.5,0.5
0.4864669715091614,1.5816140067030606,-2.8611229243192633,-163.93026823162182,0.5,0.5
0.47079952387784885,1.5769579236552502,-2.8445289285415023,-162.9795023082982,0.5,0.5
0.4552608438477531,1.5721101015772063,-2.8271683423063196,-161.98481398714935,0.49999999999999994,0.5
0.4392772499270303,1.5669361603946332,-2.809964249754813,-160.99909209359558,0.5,0.5
0.4238463184214974,1.5614980656477773,-2.793325659901582,-160.04577111795624,0.49999999999999994,0.5
